EVENT,BOUT,METHOD,ROUND,TIME,FIGHTER_1,FIGHTER_2,Total_Rounds_Format,Main_round_time_Format,Num_overtime_rounds_Format,Overtime_round_time_Format,gender,is_title_bout,weight_class,fighter_1_result,fighter_2_result
ufc fight night: rozenstruik vs. sakai,dusko todorovic  vs. gregory rodrigues,decision - unanimous,3,300,dusko todorovic,gregory rodrigues,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc fight night: rozenstruik vs. sakai,montana de la rosa  vs. ariane lipski,ko/tko,2,267,montana de la rosa,ariane lipski,3.0,5.0,0.0,0.0,1,0,flyweight,W,L
ufc fight night: rozenstruik vs. sakai,tanner boser  vs. ilir latifi,decision - split,3,300,tanner boser,ilir latifi,3.0,5.0,0.0,0.0,0,0,heavyweight,L,W
ufc fight night: rozenstruik vs. sakai,francisco trinaldo  vs. muslim salikhov,decision - unanimous,3,300,francisco trinaldo,muslim salikhov,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc fight night: rozenstruik vs. sakai,makwan amirkhani  vs. kamuela kirk,decision - unanimous,3,300,makwan amirkhani,kamuela kirk,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc fight night: rozenstruik vs. sakai,alan patrick  vs. mason jones,could not continue,2,134,alan patrick,mason jones,3.0,5.0,0.0,0.0,0,0,lightweight,NC,NC
ufc fight night: rozenstruik vs. sakai,manon fiorot  vs. tabatha ricci,ko/tko,2,180,manon fiorot,tabatha ricci,3.0,5.0,0.0,0.0,1,0,flyweight,W,L
ufc fight night: rozenstruik vs. sakai,sean woodson  vs. youssef zalal,decision - split,3,300,sean woodson,youssef zalal,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc fight night: rozenstruik vs. sakai,claudio puelles  vs. jordan leavitt,decision - unanimous,3,300,claudio puelles,jordan leavitt,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc fight night: font vs. garbrandt,rob font  vs. cody garbrandt,decision - unanimous,5,300,rob font,cody garbrandt,5.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc fight night: font vs. garbrandt,yan xiaonan  vs. carla esparza,ko/tko,2,178,yan xiaonan,carla esparza,3.0,5.0,0.0,0.0,1,0,strawweight,L,W
ufc fight night: font vs. garbrandt,justin tafa  vs. jared vanderaa,decision - unanimous,3,300,justin tafa,jared vanderaa,3.0,5.0,0.0,0.0,0,0,heavyweight,L,W
ufc fight night: font vs. garbrandt,felicia spencer  vs. norma dumont,decision - split,3,300,felicia spencer,norma dumont,3.0,5.0,0.0,0.0,1,0,featherweight,L,W
ufc fight night: font vs. garbrandt,ricardo ramos  vs. bill algeo,decision - unanimous,3,300,ricardo ramos,bill algeo,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc fight night: font vs. garbrandt,jack hermansson  vs. edmen shahbazyan,decision - unanimous,3,300,jack hermansson,edmen shahbazyan,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: font vs. garbrandt,ben rothwell  vs. chris barnett,submission,2,127,ben rothwell,chris barnett,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc fight night: font vs. garbrandt,court mcgee  vs. claudio silva,decision - unanimous,3,300,court mcgee,claudio silva,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc fight night: font vs. garbrandt,bruno silva  vs. victor rodriguez,ko/tko,1,60,bruno silva,victor rodriguez,3.0,5.0,0.0,0.0,0,0,flyweight,W,L
ufc fight night: font vs. garbrandt,josh culibao  vs. shayilan nuerdanbieke,decision - unanimous,3,300,josh culibao,shayilan nuerdanbieke,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc fight night: font vs. garbrandt,david dvorak  vs. juancamilo ronderos,submission,1,138,david dvorak,juancamilo ronderos,3.0,5.0,0.0,0.0,0,0,flyweight,W,L
ufc fight night: font vs. garbrandt,rafael alves  vs. damir ismagulov,decision - unanimous,3,300,rafael alves,damir ismagulov,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc 262: oliveira vs. chandler,charles oliveira  vs. michael chandler,ko/tko,2,19,charles oliveira,michael chandler,5.0,5.0,0.0,0.0,0,1,lightweight,W,L
ufc 262: oliveira vs. chandler,tony ferguson  vs. beneil dariush,decision - unanimous,3,300,tony ferguson,beneil dariush,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc 262: oliveira vs. chandler,matt schnell  vs. rogerio bontorin,overturned,3,300,matt schnell,rogerio bontorin,3.0,5.0,0.0,0.0,0,0,bantamweight,NC,NC
ufc 262: oliveira vs. chandler,katlyn chookagian  vs. viviane araujo,decision - unanimous,3,300,katlyn chookagian,viviane araujo,3.0,5.0,0.0,0.0,1,0,flyweight,W,L
ufc 262: oliveira vs. chandler,shane burgos  vs. edson barboza,ko/tko,3,76,shane burgos,edson barboza,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc 262: oliveira vs. chandler,jacare souza  vs. andre muniz,submission,1,239,jacare souza,andre muniz,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc 262: oliveira vs. chandler,lando vannata  vs. mike grundy,decision - split,3,300,lando vannata,mike grundy,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc 262: oliveira vs. chandler,jordan wright  vs. jamie pickett,ko/tko,1,64,jordan wright,jamie pickett,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc 262: oliveira vs. chandler,andrea lee  vs. antonina shevchenko,submission,2,292,andrea lee,antonina shevchenko,3.0,5.0,0.0,0.0,1,0,flyweight,W,L
ufc 262: oliveira vs. chandler,gina mazany  vs. priscila cachoeira,ko/tko,2,291,gina mazany,priscila cachoeira,3.0,5.0,0.0,0.0,1,0,flyweight,L,W
ufc 262: oliveira vs. chandler,kevin aguilar  vs. tucker lutz,decision - unanimous,3,300,kevin aguilar,tucker lutz,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc 262: oliveira vs. chandler,christos giagos  vs. sean soriano,submission,2,59,christos giagos,sean soriano,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc fight night: rodriguez vs. waterson,marina rodriguez  vs. michelle waterson,decision - unanimous,5,300,marina rodriguez,michelle waterson,5.0,5.0,0.0,0.0,1,0,flyweight,W,L
ufc fight night: rodriguez vs. waterson,donald cerrone  vs. alex morono,ko/tko,1,280,donald cerrone,alex morono,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc fight night: rodriguez vs. waterson,neil magny  vs. geoff neal,decision - unanimous,3,300,neil magny,geoff neal,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc fight night: rodriguez vs. waterson,maurice greene  vs. marcos rogerio de lima,decision - unanimous,3,300,maurice greene,marcos rogerio de lima,3.0,5.0,0.0,0.0,0,0,heavyweight,L,W
ufc fight night: rodriguez vs. waterson,diego ferreira  vs. gregor gillespie,ko/tko,2,291,diego ferreira,gregor gillespie,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc fight night: rodriguez vs. waterson,phil hawes  vs. kyle daukaus,decision - unanimous,3,300,phil hawes,kyle daukaus,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: rodriguez vs. waterson,ludovit klein  vs. michael trizano,decision - unanimous,3,300,ludovit klein,michael trizano,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc fight night: rodriguez vs. waterson,junyong park  vs. tafon nchukwi,decision - majority,3,300,junyong park,tafon nchukwi,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: rodriguez vs. waterson,christian aguilera  vs. carlston harris,submission,1,172,christian aguilera,carlston harris,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc fight night: reyes vs. prochazka,dominick reyes  vs. jiri prochazka,ko/tko,2,269,dominick reyes,jiri prochazka,5.0,5.0,0.0,0.0,0,0,light heavyweight,L,W
ufc fight night: reyes vs. prochazka,giga chikadze  vs. cub swanson,ko/tko,1,63,giga chikadze,cub swanson,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc fight night: reyes vs. prochazka,ion cutelaba  vs. dustin jacoby,decision - split,3,300,ion cutelaba,dustin jacoby,3.0,5.0,0.0,0.0,0,0,light heavyweight,D,D
ufc fight night: reyes vs. prochazka,sean strickland  vs. krzysztof jotko,decision - unanimous,3,300,sean strickland,krzysztof jotko,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: reyes vs. prochazka,merab dvalishvili  vs. cody stamann,decision - unanimous,3,300,merab dvalishvili,cody stamann,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc fight night: reyes vs. prochazka,randa markos  vs. luana pinheiro,dq,1,256,randa markos,luana pinheiro,3.0,5.0,0.0,0.0,1,0,strawweight,L,W
ufc fight night: reyes vs. prochazka,kai kamaka  vs. tj brown,decision - split,3,300,kai kamaka,tj brown,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc fight night: reyes vs. prochazka,poliana botelho  vs. luana carolina,decision - split,3,300,poliana botelho,luana carolina,3.0,5.0,0.0,0.0,1,0,flyweight,L,W
ufc fight night: reyes vs. prochazka,loma lookboonmee  vs. sam hughes,decision - unanimous,3,300,loma lookboonmee,sam hughes,3.0,5.0,0.0,0.0,1,0,strawweight,W,L
ufc fight night: reyes vs. prochazka,andreas michailidis  vs. kb bhullar,decision - unanimous,3,300,andreas michailidis,kb bhullar,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: reyes vs. prochazka,luke sanders  vs. felipe colares,decision - unanimous,3,300,luke sanders,felipe colares,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc 261: usman vs. masvidal 2,kamaru usman  vs. jorge masvidal,ko/tko,2,62,kamaru usman,jorge masvidal,5.0,5.0,0.0,0.0,0,1,welterweight,W,L
ufc 261: usman vs. masvidal 2,zhang weili  vs. rose namajunas,ko/tko,1,78,zhang weili,rose namajunas,5.0,5.0,0.0,0.0,1,1,strawweight,L,W
ufc 261: usman vs. masvidal 2,valentina shevchenko  vs. jessica andrade,ko/tko,2,199,valentina shevchenko,jessica andrade,5.0,5.0,0.0,0.0,1,1,flyweight,W,L
ufc 261: usman vs. masvidal 2,uriah hall  vs. chris weidman,ko/tko,1,17,uriah hall,chris weidman,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc 261: usman vs. masvidal 2,anthony smith  vs. jimmy crute,tko - doctor's stoppage,1,300,anthony smith,jimmy crute,3.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc 261: usman vs. masvidal 2,alex oliveira  vs. randy brown,submission,1,170,alex oliveira,randy brown,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc 261: usman vs. masvidal 2,dwight grant  vs. stefan sekulic,decision - split,3,300,dwight grant,stefan sekulic,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc 261: usman vs. masvidal 2,karl roberson  vs. brendan allen,submission,1,295,karl roberson,brendan allen,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc 261: usman vs. masvidal 2,pat sabatini  vs. tristan connelly,decision - unanimous,3,300,pat sabatini,tristan connelly,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc 261: usman vs. masvidal 2,danaa batgerel  vs. kevin natividad,ko/tko,1,50,danaa batgerel,kevin natividad,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc 261: usman vs. masvidal 2,kazula vargas  vs. rong zhu,decision - unanimous,3,300,kazula vargas,rong zhu,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc 261: usman vs. masvidal 2,aoriqileng  vs. jeff molina,decision - unanimous,3,300,aoriqileng,jeff molina,3.0,5.0,0.0,0.0,0,0,flyweight,L,W
ufc 261: usman vs. masvidal 2,na liang  vs. ariane carnelossi,ko/tko,2,88,na liang,ariane carnelossi,3.0,5.0,0.0,0.0,1,0,strawweight,L,W
ufc fight night: whittaker vs. gastelum,robert whittaker  vs. kelvin gastelum,decision - unanimous,5,300,robert whittaker,kelvin gastelum,5.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: whittaker vs. gastelum,andrei arlovski  vs. chase sherman,decision - unanimous,3,300,andrei arlovski,chase sherman,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc fight night: whittaker vs. gastelum,abdul razak alhassan  vs. jacob malkoun,decision - unanimous,3,300,abdul razak alhassan,jacob malkoun,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc fight night: whittaker vs. gastelum,tracy cortez  vs. justine kish,decision - split,3,300,tracy cortez,justine kish,3.0,5.0,0.0,0.0,1,0,flyweight,W,L
ufc fight night: whittaker vs. gastelum,luis pena  vs. alexander munoz,decision - split,3,300,luis pena,alexander munoz,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc fight night: whittaker vs. gastelum,alexandr romanov  vs. juan espino,decision - split,3,65,alexandr romanov,juan espino,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc fight night: whittaker vs. gastelum,jessica penne  vs. loopy godinez,decision - split,3,300,jessica penne,loopy godinez,3.0,5.0,0.0,0.0,1,0,strawweight,W,L
ufc fight night: whittaker vs. gastelum,bartosz fabinski  vs. gerald meerschaert,submission,1,120,bartosz fabinski,gerald meerschaert,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc fight night: whittaker vs. gastelum,austin hubbard  vs. dakota bush,decision - unanimous,3,300,austin hubbard,dakota bush,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc fight night: whittaker vs. gastelum,tony gravely  vs. anthony birchak,ko/tko,2,91,tony gravely,anthony birchak,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc fight night: vettori vs. holland,marvin vettori  vs. kevin holland,decision - unanimous,5,300,marvin vettori,kevin holland,5.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: vettori vs. holland,arnold allen  vs. sodiq yusuff,decision - unanimous,3,300,arnold allen,sodiq yusuff,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc fight night: vettori vs. holland,sam alvey  vs. julian marquez,submission,2,127,sam alvey,julian marquez,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc fight night: vettori vs. holland,nina nunes  vs. mackenzie dern,submission,1,288,nina nunes,mackenzie dern,3.0,5.0,0.0,0.0,1,0,strawweight,L,W
ufc fight night: vettori vs. holland,mike perry  vs. daniel rodriguez,decision - unanimous,3,300,mike perry,daniel rodriguez,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc fight night: vettori vs. holland,jim miller  vs. joe solecki,decision - unanimous,3,300,jim miller,joe solecki,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc fight night: vettori vs. holland,scott holtzman  vs. mateusz gamrot,ko/tko,2,82,scott holtzman,mateusz gamrot,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc fight night: vettori vs. holland,john makdessi  vs. ignacio bahamondes,decision - split,3,300,john makdessi,ignacio bahamondes,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc fight night: vettori vs. holland,yorgan de castro  vs. jarjis danho,ko/tko,1,182,yorgan de castro,jarjis danho,3.0,5.0,0.0,0.0,0,0,heavyweight,L,W
ufc fight night: vettori vs. holland,hunter azure  vs. jack shore,decision - split,3,300,hunter azure,jack shore,3.0,5.0,0.0,0.0,0,0,bantamweight,L,W
ufc fight night: vettori vs. holland,luis saldana  vs. jordan griffin,decision - unanimous,3,300,luis saldana,jordan griffin,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc fight night: vettori vs. holland,da-un jung  vs. william knight,decision - unanimous,3,300,da-un jung,william knight,3.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc fight night: vettori vs. holland,impa kasanganay  vs. sasha palatnikov,submission,2,26,impa kasanganay,sasha palatnikov,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc 260: miocic vs. ngannou,stipe miocic  vs. francis ngannou,ko/tko,2,52,stipe miocic,francis ngannou,5.0,5.0,0.0,0.0,0,1,heavyweight,L,W
ufc 260: miocic vs. ngannou,tyron woodley  vs. vicente luque,submission,1,236,tyron woodley,vicente luque,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc 260: miocic vs. ngannou,sean o'malley  vs. thomas almeida,ko/tko,3,232,sean o'malley,thomas almeida,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc 260: miocic vs. ngannou,gillian robertson  vs. miranda maverick,decision - unanimous,3,300,gillian robertson,miranda maverick,3.0,5.0,0.0,0.0,1,0,flyweight,L,W
ufc 260: miocic vs. ngannou,jamie mullarkey  vs. khama worthy,ko/tko,1,46,jamie mullarkey,khama worthy,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc 260: miocic vs. ngannou,alonzo menifield  vs. fabio cherant,submission,1,71,alonzo menifield,fabio cherant,3.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc 260: miocic vs. ngannou,jared gooden  vs. abubakar nurmagomedov,decision - unanimous,3,300,jared gooden,abubakar nurmagomedov,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc 260: miocic vs. ngannou,modestas bukauskas  vs. michal oleksiejczuk,decision - split,3,300,modestas bukauskas,michal oleksiejczuk,3.0,5.0,0.0,0.0,0,0,light heavyweight,L,W
ufc 260: miocic vs. ngannou,shane young  vs. omar morales,decision - unanimous,3,300,shane young,omar morales,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc 260: miocic vs. ngannou,marc-andre barriault  vs. abu azaitar,ko/tko,3,296,marc-andre barriault,abu azaitar,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: brunson vs. holland,derek brunson  vs. kevin holland,decision - unanimous,5,300,derek brunson,kevin holland,5.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: brunson vs. holland,song kenan  vs. max griffin,ko/tko,1,140,song kenan,max griffin,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc fight night: brunson vs. holland,cheyanne vlismas  vs. montserrat conejo,decision - unanimous,3,300,cheyanne vlismas,montserrat conejo,3.0,5.0,0.0,0.0,1,0,strawweight,L,W
ufc fight night: brunson vs. holland,adrian yanez  vs. gustavo lopez,ko/tko,3,27,adrian yanez,gustavo lopez,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc fight night: brunson vs. holland,tai tuivasa  vs. harry hunsucker,ko/tko,1,49,tai tuivasa,harry hunsucker,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc fight night: brunson vs. holland,marion reneau  vs. macy chiasson,decision - unanimous,3,300,marion reneau,macy chiasson,3.0,5.0,0.0,0.0,1,0,bantamweight,L,W
ufc fight night: brunson vs. holland,leonardo santos  vs. grant dawson,ko/tko,3,299,leonardo santos,grant dawson,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc fight night: brunson vs. holland,trevin giles  vs. roman dolidze,decision - unanimous,3,300,trevin giles,roman dolidze,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: brunson vs. holland,montel jackson  vs. jesse strader,ko/tko,1,118,montel jackson,jesse strader,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc fight night: brunson vs. holland,bruno silva  vs. jp buys,ko/tko,2,176,bruno silva,jp buys,3.0,5.0,0.0,0.0,0,0,flyweight,W,L
ufc fight night: edwards vs. muhammad,leon edwards  vs. belal muhammad,could not continue,2,18,leon edwards,belal muhammad,5.0,5.0,0.0,0.0,0,0,welterweight,NC,NC
ufc fight night: edwards vs. muhammad,misha cirkunov  vs. ryan spann,ko/tko,1,71,misha cirkunov,ryan spann,3.0,5.0,0.0,0.0,0,0,light heavyweight,L,W
ufc fight night: edwards vs. muhammad,dan ige  vs. gavin tucker,ko/tko,1,22,dan ige,gavin tucker,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc fight night: edwards vs. muhammad,jonathan martinez  vs. davey grant,ko/tko,2,183,jonathan martinez,davey grant,3.0,5.0,0.0,0.0,0,0,bantamweight,L,W
ufc fight night: edwards vs. muhammad,manel kape  vs. matheus nicolau,decision - split,3,300,manel kape,matheus nicolau,3.0,5.0,0.0,0.0,0,0,flyweight,L,W
ufc fight night: edwards vs. muhammad,eryk anders  vs. darren stewart,could not continue,1,277,eryk anders,darren stewart,3.0,5.0,0.0,0.0,0,0,middleweight,NC,NC
ufc fight night: edwards vs. muhammad,angela hill  vs. ashley yoder,decision - unanimous,3,300,angela hill,ashley yoder,3.0,5.0,0.0,0.0,1,0,strawweight,W,L
ufc fight night: edwards vs. muhammad,charles jourdain  vs. marcelo rojo,ko/tko,3,271,charles jourdain,marcelo rojo,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc fight night: edwards vs. muhammad,rani yahya  vs. ray rodriguez,submission,2,189,rani yahya,ray rodriguez,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc fight night: edwards vs. muhammad,nasrat haqparast  vs. rafa garcia,decision - unanimous,3,300,nasrat haqparast,rafa garcia,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc fight night: edwards vs. muhammad,cortney casey  vs. jj aldrich,decision - split,3,300,cortney casey,jj aldrich,3.0,5.0,0.0,0.0,1,0,flyweight,L,W
ufc fight night: edwards vs. muhammad,gloria de paula  vs. jinh yu frey,decision - unanimous,3,300,gloria de paula,jinh yu frey,3.0,5.0,0.0,0.0,1,0,strawweight,L,W
ufc fight night: edwards vs. muhammad,matthew semelsberger  vs. jason witt,ko/tko,1,16,matthew semelsberger,jason witt,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc 259: blachowicz vs. adesanya,jan blachowicz  vs. israel adesanya,decision - unanimous,5,300,jan blachowicz,israel adesanya,5.0,5.0,0.0,0.0,0,1,light heavyweight,W,L
ufc 259: blachowicz vs. adesanya,amanda nunes  vs. megan anderson,submission,1,123,amanda nunes,megan anderson,5.0,5.0,0.0,0.0,1,1,featherweight,W,L
ufc 259: blachowicz vs. adesanya,petr yan  vs. aljamain sterling,dq,4,269,petr yan,aljamain sterling,5.0,5.0,0.0,0.0,0,1,bantamweight,L,W
ufc 259: blachowicz vs. adesanya,islam makhachev  vs. drew dober,submission,3,97,islam makhachev,drew dober,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc 259: blachowicz vs. adesanya,thiago santos  vs. aleksandar rakic,decision - unanimous,3,300,thiago santos,aleksandar rakic,3.0,5.0,0.0,0.0,0,0,light heavyweight,L,W
ufc 259: blachowicz vs. adesanya,dominick cruz  vs. casey kenney,decision - split,3,300,dominick cruz,casey kenney,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc 259: blachowicz vs. adesanya,song yadong  vs. kyler phillips,decision - unanimous,3,300,song yadong,kyler phillips,3.0,5.0,0.0,0.0,0,0,bantamweight,L,W
ufc 259: blachowicz vs. adesanya,joseph benavidez  vs. askar askarov,decision - unanimous,3,300,joseph benavidez,askar askarov,3.0,5.0,0.0,0.0,0,0,flyweight,L,W
ufc 259: blachowicz vs. adesanya,rogerio bontorin  vs. kai kara-france,ko/tko,1,295,rogerio bontorin,kai kara-france,3.0,5.0,0.0,0.0,0,0,flyweight,L,W
ufc 259: blachowicz vs. adesanya,tim elliott  vs. jordan espinosa,decision - unanimous,3,300,tim elliott,jordan espinosa,3.0,5.0,0.0,0.0,0,0,flyweight,W,L
ufc 259: blachowicz vs. adesanya,kennedy nzechukwu  vs. carlos ulberg,ko/tko,2,199,kennedy nzechukwu,carlos ulberg,3.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc 259: blachowicz vs. adesanya,sean brady  vs. jake matthews,submission,3,208,sean brady,jake matthews,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc 259: blachowicz vs. adesanya,livinha souza  vs. amanda lemos,ko/tko,1,219,livinha souza,amanda lemos,3.0,5.0,0.0,0.0,1,0,strawweight,L,W
