name,nickname,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth
Justin Gonzales,J-Train,175.26,65.77,182.88,Orthodox,1991-04-28
Josh Bennett,,193.04,117.48,,Orthodox,
Waylon Kennell,,182.88,83.91,,,
Billy Vaughan,,167.64,70.31,,,
Chase Waldon,,185.42,83.91,190.5,Orthodox,1986-09-19
Eiji Ishikawa,,177.8,77.11,,,
Francisco Trevino,Sitkayan,175.26,70.31,177.8,Orthodox,1981-12-17
Joe Cason,,190.5,92.99,,,
Sasha Palatnikov,,185.42,77.11,182.88,Switch,1989-03-15
Kotetsu Boku,,175.26,69.85,,Orthodox,1977-05-27
Josh Neal,,182.88,83.91,,,
Issa Isakov,Determinator,175.26,70.31,177.8,Orthodox,1989-10-22
Marcelo Mello,,170.18,77.11,,Southpaw,
Shana Dobson,Danger,167.64,56.7,175.26,Orthodox,1989-03-30
Justin Tafa,Bad Man,182.88,119.75,187.96,Southpaw,1993-12-13
Jason Reinhardt,,167.64,61.23,,Orthodox,1969-10-31
John Doyle,The Iron Bull,180.34,92.99,,Orthodox,1976-11-21
Jordan Goodwin,,,70.31,,,
Tai Tuivasa,Bam Bam,187.96,119.75,190.5,Southpaw,1993-03-16
Jerome LeBanner,,190.5,120.2,,Southpaw,1972-12-26
Marvin Maldonado,The Bulldog,167.64,61.23,,,
Lee Gibson,Lethal,170.18,70.31,,,
Jocelyn Jones-Lybarger,,170.18,52.16,162.56,Orthodox,1985-10-04
Victor Valenzuela,Joe Boxer,177.8,70.31,,,
Matt Kovacs,300,182.88,110.68,,Orthodox,
Isaac Vallie-Flagg,,172.72,70.31,177.8,Orthodox,1978-04-08
Dequan Townsend,The Tarantula,190.5,92.99,200.66,Orthodox,1986-05-11
Charon Spain,,175.26,70.31,,,
Jason Butcher,,190.5,83.91,,,
Turrell Galloway,,160.02,65.77,,,
Cody Garbrandt,No Love,172.72,61.23,165.1,Orthodox,1991-07-07
Ron Fields,Killing,187.96,90.72,,Orthodox,1974-11-18
Kenyon Jackson,,182.88,83.91,,,
Ivan Cole,JP,175.26,61.23,,,
Mike Jackson,The Truth,187.96,77.11,187.96,Orthodox,1985-03-22
Yanal Ashmouz,Red Fox,175.26,70.31,172.72,Orthodox,1995-03-31
Evan Esguerra,,,65.77,,,
Justin Pennington,,162.56,,,,
Colleen Schneider,,,61.23,,,
Miles Johns,Chapo,170.18,61.23,167.64,Orthodox,1994-03-30
Mike Dolce,Skull Cracker,180.34,83.91,,,
Bendy Casimir,,165.1,65.77,,Southpaw,1980-06-10
Clint Godfrey,,167.64,61.23,,Southpaw,1982-10-21
Oban Elliott,The Welsh Gangster,182.88,77.11,182.88,Orthodox,1997-12-19
Scott Junk,,185.42,120.2,,Orthodox,1978-12-17
Joel Thomas,The NIce Guy,177.8,77.11,,,
Nick Newell,Notorious,177.8,70.31,,Southpaw,1986-03-17
Sean Lally,The Unpredictable One,182.88,77.11,,Orthodox,1990-11-04
Asbel Cancio,,177.8,102.06,,,
Marques Daniels,,,70.31,,,
Brian Cobb,,180.34,70.31,,Orthodox,
Christian Uflacker,,180.34,77.11,,,
Nick Denis,The Ninja of Love,170.18,61.23,,Orthodox,1983-10-11
David Gomez,,,70.31,,,
Rolando Perez,,172.72,61.23,,Orthodox,
Junya Kudo,,,61.23,,Orthodox,
Forrest Petz,The Meat Cleaver,175.26,77.11,180.34,Orthodox,1975-09-22
Bubba Pugh,,177.8,83.91,,,
Adam Milstead,The Prototype,190.5,92.99,193.04,Orthodox,1987-07-03
Tim Roman,,185.42,77.11,,,
Jin Soo Son,,167.64,61.23,175.26,Orthodox,1993-04-01
Haisam Rida,,,,,,
Edwin Aguilar,Tigre,177.8,83.91,,,
Gary Quan,,172.72,64.86,,,
Tim Catalfo,Obake,180.34,106.59,,Orthodox,
Jesse Gillespie,,,83.91,,,
Roy Jones,,,92.99,,,
Mack Brewer,,,92.99,,,
Tsuyoshi Tamakairiki,,182.88,99.79,,Orthodox,
JR Coughran,Bam Bam,167.64,65.77,,Orthodox,1994-05-17
Takayuki Okada,Giant Ochiai,185.42,131.54,,Orthodox,
Joe Wilk,The Nose,175.26,65.77,,,
Khusein Askhabov,Nohcho,172.72,65.77,175.26,Orthodox,1995-02-13
Joe Camacho,,175.26,70.31,,Orthodox,1972-03-10
Aoriqileng,The Mongolian Murderer,170.18,61.23,175.26,Orthodox,1993-06-25
Kier Gooch,,,70.31,,,
Austin Hubbard,Thud,177.8,70.31,180.34,Orthodox,1991-12-22
Liudvik Sholinian,Palmeyros,177.8,61.23,180.34,Orthodox,1990-01-20
Austin Tweedy,,175.26,70.31,,Orthodox,1990-09-25
Adrian Serrano,,172.72,77.11,,,
Jorge de Oliveira,Blade,172.72,70.31,,Orthodox,1980-01-22
Ewerton Teixeira,,185.42,109.77,,,
Wagner Prado,Caldeirao,182.88,92.99,187.96,Southpaw,1986-12-30
Tom Aaron,,,70.31,,,
Ron Sparks,The Monster,195.58,120.2,,,
Zac Pauga,The Ripper,187.96,92.99,193.04,Orthodox,1988-02-25
Amber Tackett,,,52.16,,,
Dimitiri Wanderley,,,92.99,,Orthodox,
Henrique Da Silva Lopes,Montanha,190.5,108.86,,,
Virgil Zwicker,RezDog,187.96,92.99,187.96,,
Wade Shipp,The Nightmare,190.5,111.13,,Orthodox,1975-02-09
Mike Easton,The Hulk,167.64,61.23,177.8,Southpaw,1984-01-25
Marnic Mann,The Sawed-Off Savage,152.4,52.16,162.56,Southpaw,1993-03-05
Eldo Xavier Dias,,180.34,81.65,,,
Claudionor Fontinelle,,165.1,83.91,,Orthodox,
Victor Valimaki,The Matrix,182.88,92.99,,Orthodox,
Gisele Moreira,,167.64,61.23,,Orthodox,1981-01-14
Coltin Cole,,,83.91,,,
Kenny Giddens,,180.34,70.31,,,
Andrew Montanez,,,83.91,,,
Darian Weeks,,180.34,77.11,182.88,Orthodox,1993-11-23
Louis Taylor,Handgunz,180.34,83.91,,Orthodox,1979-05-12
Vitor Vianna,,,92.99,,Orthodox,
Idris Wasi,,182.88,84.37,,,
Kasey Tanner,,170.18,61.23,175.26,Orthodox,1992-01-11
Ashlee Evans-Smith,Rebel Girl,172.72,61.23,170.18,Orthodox,1987-07-09
Brendan Loughnane,,177.8,65.77,177.8,Switch,1989-12-05
Joao Pierini,,185.42,70.31,,Switch,1971-12-11
Gaston Bolanos,The Dreamkiller,170.18,61.23,175.26,Orthodox,1992-09-14
Thomas Gifford,The Young Lion,185.42,70.31,190.5,Orthodox,1992-07-26
Tyrone Roberts,Native Warrior,175.26,83.91,,Orthodox,
Joe Brammer,The South Side Strangler,172.72,70.31,,Orthodox,1983-08-23
Christian Leroy Duncan,CLD,187.96,83.91,200.66,Switch,1995-07-24
Joel Sutton,,180.34,92.99,,Orthodox,
Pablo Villaseca,El Gallo,170.18,70.31,,,
George Stork,,177.8,83.91,,,
Lance Benoist,,180.34,77.11,182.88,Southpaw,1988-08-26
Felipe Olivieri,,175.26,70.31,,Orthodox,1985-04-12
Tiffany Masters,Rainbow Renegade,160.02,52.16,165.1,Orthodox,1994-07-31
Dave Dalgliesh,,187.96,92.99,,Orthodox,1978-04-05
Jason Jackson,Jah-Son,185.42,77.11,198.12,Orthodox,1990-10-30
Alberto Mina,Soldier of God,182.88,77.11,195.58,Orthodox,1982-05-02
Anthony Avila,,170.18,65.77,,,
Joe Schilling,,190.5,83.91,,,
Jhonoven Pati,The Samoan Savage,185.42,83.91,190.5,Switch,1990-08-29
Mo Miller,Moshow,172.72,61.23,182.88,Orthodox,1992-08-10
Yuya Shirai,,172.72,76.2,,Orthodox,1980-04-02
Sarah Payant,Soulja,162.56,52.16,,,
Boston Salmon,Boom Boom,175.26,61.23,175.26,Southpaw,1990-11-20
Maka Watson,,,70.31,,,
Jerry Bohlander,,180.34,90.26,,Orthodox,1974-02-12
Landon Showalter,The Show,182.88,83.91,,,
Nariman Abbasov,Bayraktar,172.72,70.31,167.64,Orthodox,1994-02-01
Justin Davis,Dangerous,180.34,92.99,,,
Reynaldo Trujillo,The Truth,175.26,70.31,,,
Kyle Noblitt,,187.96,110.22,,,
Tony Sylvester,,185.42,102.06,,Southpaw,1978-01-27
George Zuniga,,175.26,83.91,,,
Rex Richards,,195.58,120.2,,,
Cory Hendricks,,190.5,92.99,,Switch,1988-05-10
Clint Coronel,,,70.31,,,
Richardson Moreira,Rick Monstro,187.96,83.91,,Orthodox,1984-03-31
Amilcar Alves,,182.88,77.11,,Southpaw,1988-08-08
Bobby Escalante,,,58.97,,,
Shauna Bannon,Mama B,165.1,52.16,165.1,Switch,1993-10-23
Pedro Falcao,Pedrinho,167.64,61.23,167.64,Orthodox,1992-07-30
Felipe Silva,,182.88,70.31,195.58,Orthodox,1984-05-08
Peggy Morgan,The Daywalker,185.42,61.23,,,
Mason Fowler,,180.34,77.11,,,
Michael Cora,Kookie Monster,185.42,77.11,195.58,Southpaw,1989-08-24
Christina Marks,,170.18,56.7,175.26,Orthodox,1985-11-08
Oliver Enkamp,,182.88,77.11,195.58,Switch,1991-08-10
Siala Siliga,Mighty Mo,185.42,131.54,,Orthodox,1970-10-08
Taneisha Tennant,Triple Threat,170.18,65.77,177.8,Orthodox,1989-06-15
Mario Rivera,,177.8,77.11,,,
Dewey Cooper,The Black Cobra,,92.99,,,
Luis Santos,,185.42,77.11,,Southpaw,
Jeremiah O'Neal,,172.72,117.93,,,
Natalia Silva,,162.56,56.7,165.1,Southpaw,1997-02-03
Harris Sarmiento,The Hitman,175.26,70.31,,Orthodox,1983-09-09
Adam Fugitt,,185.42,77.11,195.58,Southpaw,1989-01-12
Eugenio Tadeu,,172.72,72.57,,Orthodox,
Sean Spencer,Black Magic,177.8,77.11,187.96,Orthodox,1987-06-25
John Clarke,,,77.11,,,
John Donaldson,J.T.,172.72,65.77,,,
Kazuhisa Watanabe,,167.64,63.05,,,
Tateki Matsuda,Tech,170.18,56.7,,Orthodox,1986-02-27
Masaaki Satake,,185.42,99.79,,Orthodox,1965-08-17
Luke Zachrich,,187.96,83.91,187.96,Orthodox,1981-12-19
Ricky Rainey,The Sniper,185.42,77.11,195.58,Switch,1983-06-29
Keith Berish,Sha Bang Bang,182.88,92.99,,Orthodox,1985-11-14
Juan Manuel Puig,Fenix,175.26,65.77,,Orthodox,1989-04-23
Roldan Sangcha'an,The Executioner,162.56,56.7,,Orthodox,1990-12-04
Derrick Mehmen,Caveman,193.04,92.99,,,
Chris Curtis,Action-Man,177.8,83.91,190.5,Orthodox,1987-07-15
Marcus Bossett,The Grasshopper,185.42,97.52,,Orthodox,
Sarah Frota,A Treta,167.64,56.7,175.26,Southpaw,1987-04-14
Kevin Szaflarski,,195.58,117.93,195.58,Orthodox,1994-12-30
KB Bhullar,The Bengal,193.04,83.91,198.12,Switch,1991-10-12
Lee Brousseau,Manimal,185.42,92.99,,,
Bryce Mejia,,185.42,77.11,,,
Chris Mickle,,175.26,65.77,,Orthodox,1983-07-10
Bevon Lewis,,190.5,83.91,200.66,Orthodox,1991-05-05
Timothy Johnson,,190.5,120.2,195.58,Southpaw,1985-03-13
Angel Pacheco,,172.72,65.77,177.8,Orthodox,1992-01-13
Ailin Perez,Fiona,165.1,61.23,167.64,Switch,1994-10-05
Soichi Nishida,,180.34,145.15,,Orthodox,
Egidijus Valavicius,,182.88,90.72,,Orthodox,
Todd Brown,Bulldog,180.34,92.99,,Orthodox,1976-12-13
Michael Lerma,,,,,,
Cody Canterbury,,172.72,70.31,,,
Ricardo Prasel,Alemao,200.66,107.95,198.12,Orthodox,1990-06-02
Chance Farrar,,175.26,65.77,,Southpaw,1975-09-11
Wes Combs,The Soldier,187.96,92.99,,Orthodox,1973-06-18
Wesley Correira,Cabbage,190.5,117.93,,Orthodox,1978-11-11
Treston Thomison,,172.72,65.77,,,
Lauren Mueller,Princess Tiger,165.1,56.7,170.18,Orthodox,1991-11-15
Jorge Interiano,,185.42,92.99,,,
Michael Diaz,,,117.93,,,
Klidson Abreu,White Bear,182.88,92.99,187.96,Orthodox,1992-12-24
Emiliano Linares,Golden Bull,172.72,65.77,182.88,Orthodox,1997-04-21
Matt Ricehouse,,,70.31,,,
Xavier Siller,Young Guns,165.1,56.7,,,
Ray Rodriguez,The Judge,170.18,61.23,177.8,Orthodox,1987-12-10
Mitch Whitesel,,175.26,83.91,,,
Kazuma Maruyama,Gluttony,180.34,70.31,182.88,Orthodox,1992-07-19
Xiao Long,,172.72,61.23,177.8,Orthodox,1998-04-13
Xavier Foupa-Pokam,Professor X,185.42,83.91,,Open Stance,1982-07-03
Patrik White,Primetime,182.88,70.31,182.88,Orthodox,1993-06-11
Tafon Nchukwi,Da Don,182.88,83.91,195.58,Orthodox,1994-10-14
John Kolosci,,180.34,83.91,,Orthodox,1974-11-26
Robbie Ring,Razor,175.26,65.77,172.72,Orthodox,2000-07-14
Dooho Choi,The Korean Superboy,177.8,65.77,177.8,Orthodox,1991-04-10
Darren Till,The Gorilla,182.88,83.91,187.96,Southpaw,1992-12-24
Cedric Doumbe,,177.8,77.11,,,
Jose Santibanez,,,70.31,,,
Ho Bae Myeon,,180.34,76.2,,Orthodox,
Cesar Gracie,,177.8,82.1,,Orthodox,
Herdem Alacabek,,187.96,92.99,190.5,Orthodox,1991-06-07
Shawn Bunch,Bunch the Great,165.1,61.23,,,
Pablo Alfonso,The Hurricane,172.72,65.77,,,
Royler Gracie,,172.72,68.04,,Southpaw,1965-12-06
Andy Wang,,167.64,70.31,,Orthodox,1977-05-28
Stephen Bass,Bigfish,175.26,65.77,,Orthodox,1982-11-14
Fabio Silva,,180.34,92.99,,Orthodox,1982-03-31
Kali Robbins,Pop Tart,160.02,52.16,160.02,Orthodox,1984-07-05
Jason Godsey,,187.96,104.33,,Orthodox,
Felipe Portela,Balboa,,77.11,,,
Robert Peralta,Problems,172.72,65.77,180.34,Orthodox,1986-03-14
Che Mills,Beautiful,185.42,77.11,193.04,Orthodox,1982-09-29
Alexandru Lungu,,182.88,174.63,,Orthodox,1974-09-03
Thomas Ramirez,,185.42,185.97,,Sideways,
Khadzhi Bestaev,Best,198.12,83.91,193.04,,
Andre Winner,,180.34,70.31,185.42,Orthodox,1981-11-09
Derek Getzel,The Pretzel,182.88,70.31,,,
Levan Makashvili,The Hornet,172.72,65.77,172.72,Orthodox,1989-01-07
Pete Rodriguez,Dead Game,175.26,70.31,180.34,Switch,1996-11-13
Michal Oleksiejczuk,Hussar,182.88,83.91,187.96,Southpaw,1995-02-22
Hong Man Choi,Techno Goliath,218.44,149.69,,Orthodox,1980-10-30
Mike Polchlopek,Mike Barton,193.04,129.27,,Orthodox,1965-12-27
Tom Sauer,,185.42,119.29,,,
Paul Creighton,,167.64,70.31,,Southpaw,1970-06-04
Corey Anderson,Overtime,190.5,92.99,200.66,Orthodox,1989-09-22
Eddie Gordon,Truck,182.88,83.91,193.04,Orthodox,1983-07-22
Nathan Jones,,210.82,156.49,,Orthodox,1970-08-21
Stefan Leko,Blitz,187.96,97.52,,Orthodox,1974-06-03
Sergey Ignatov,,175.26,95.25,,Orthodox,
Jon Murphy,Man of Faith,190.5,117.93,,Orthodox,1977-08-09
Patrick Speight,,185.42,77.11,,Orthodox,
Dmitry Poberezhets,,190.5,107.5,,,
Marius Zaromskis,The Whitemare,175.26,77.11,,Orthodox,1980-07-30
Marcos Mariano,Dhalsim,185.42,70.31,193.04,Switch,1986-10-12
Todd Gouwenberg,,185.42,92.99,,Orthodox,1974-09-25
Willian Colorado,,177.8,61.23,182.88,,
Nasrat Haqparast,,177.8,70.31,182.88,Southpaw,1995-08-22
Baergeng Jieleyisi,,175.26,61.23,180.34,Orthodox,1995-11-24
Tommy Speer,,177.8,77.11,180.34,Orthodox,1984-08-20
Priscila Cachoeira,Zombie Girl,170.18,56.7,165.1,Orthodox,1988-08-19
Solomon Hutcherson,King,180.34,83.91,,Southpaw,1972-08-31
Rafael  Del Real,,180.34,102.06,,,
Antonio Duarte,Tigre,170.18,61.23,,,
Blake Bowman,,187.96,77.11,,,
Anthony Alves,,,,,,
John Devine,,,,,,
Justin Wilcox,Silverback,167.64,70.31,,Orthodox,1979-03-12
Alan Gomez,,,70.31,,,
Anthony Ruiz,El Toro,187.96,92.99,,Orthodox,1977-11-03
Josh Janousek,,180.34,83.91,,Orthodox,1980-09-25
Josiah Harrell,Muscle Hamster,170.18,77.11,172.72,Southpaw,1998-11-13
Jodie Esquibel,,154.94,52.16,162.56,Orthodox,1986-05-07
Marcelo Guimaraes,Magrao,182.88,83.91,185.42,Orthodox,1983-06-25
Rick Davis,The Flying Squirrel,175.26,70.31,,Orthodox,
Gian Siqueira,Pitbull,185.42,77.11,187.96,Orthodox,1994-06-23
Konstantin Erokhin,,180.34,104.33,,Orthodox,1983-01-31
Vinicius Oliveira,Lok Dog,175.26,61.23,177.8,Switch,1995-11-30
Magomed Ankalaev,,190.5,92.99,190.5,Orthodox,1992-06-02
Gaetano Pirrello,El Tigre,170.18,61.23,165.1,Orthodox,1992-04-29
Derek Bohi,Marshmallow,193.04,117.93,,,
Nick Sperling,,,61.23,,,
Cheyden Leialoha,Steadfast,172.72,61.23,185.42,Orthodox,1994-03-15
Vinicius Salvador,,170.18,56.7,177.8,Southpaw,1996-07-24
Marvin Eastman,The Beastman,175.26,83.91,185.42,Orthodox,1971-06-08
Zoila Frausto,Warrior Princess,162.56,61.23,,Orthodox,
Nathan Coy,Soulforce,177.8,77.11,175.26,Southpaw,1978-07-24
Takeshi Inoue,Lion,172.72,65.77,,,
Kyle Stewart,Gunz Up,182.88,77.11,193.04,Orthodox,1989-01-31
Ryan Keenan,,177.8,77.11,,,
Stephen Regman,,180.34,83.91,193.04,Orthodox,1991-08-05
Igor Borisov,,182.88,106.59,,Orthodox,
Lucas Alexander,The Lion,180.34,65.77,185.42,Orthodox,1995-07-28
Eric Bedard,Lucky Strikes,187.96,108.41,,,
Mitch Ramirez,,180.34,77.11,180.34,Orthodox,1992-11-03
Carlos Prates,The Nightmare,185.42,77.11,198.12,Switch,1993-08-17
Mike Moreno,El Palo Duro,182.88,83.91,,,
Jesse Sanders,,182.88,77.11,,Orthodox,
Issei Tamura,,165.1,61.23,160.02,Orthodox,1984-03-12
Shamil Gamzatov,,187.96,92.99,193.04,Orthodox,1990-08-09
Chris Honeycutt,The Cutt,177.8,77.11,185.42,,
Andrew Craig,Highlight,185.42,77.11,193.04,Orthodox,1986-01-15
Elias Theodorou,The Spartan,185.42,83.91,190.5,Orthodox,1988-05-31
Edilberto de Oliveira,Crocota,182.88,77.11,,Orthodox,1982-11-22
Jeremy Tavares,,,61.23,,,
Alex Gorgees,Hitman,187.96,70.31,187.96,Switch,1995-08-11
Shara Magomedov,Bullet,187.96,83.91,185.42,Orthodox,1994-05-16
Dave Martin,,182.88,92.99,,,
John Dodson,The Magician,160.02,61.23,167.64,Orthodox,1984-09-26
Chris Guillen,,182.88,108.86,,Orthodox,1972-12-09
Ernesta Kareckaite,Heavy-Handed,175.26,56.7,180.34,Orthodox,1998-07-05
Brian Lo-A-Njoe,,170.18,70.31,,Orthodox,
RJ Clifford,,,72.57,,,
Gabriella Fernandes,Gabi,167.64,56.7,167.64,Southpaw,1993-08-13
Roman Bogatov,,172.72,70.31,185.42,Orthodox,1990-12-15
Jeremy Boczulak,,,,,,
Nick Piedmont,No Limit,177.8,65.77,,,
Steve Hadsel,,172.72,77.11,,,
Sho Patrick Usami,Savage,175.26,70.31,177.8,Orthodox,2000-05-08
Miika Mehmet,,,92.99,,Orthodox,
Marcus Silveira,Conan,190.5,109.77,,Orthodox,
Alan Hiro,Yamaniha,165.1,61.23,,Orthodox,1986-04-04
Nick Sanzo,,175.26,86.18,,,
Donnie Chappell,,180.34,80.74,,Southpaw,
Jules Bruchez,,182.88,92.99,,Southpaw,1977-08-16
Mike Ricci,The Martian,182.88,70.31,193.04,Southpaw,1986-03-18
Keith Hackney,The Giant Killer,180.34,90.72,,Sideways,
Bobby Lashley,,190.5,115.67,198.12,Orthodox,1976-07-16
Matt Dwyer,,193.04,77.11,193.04,Orthodox,1989-12-17
James Gray,The Phenom,175.26,61.23,,Orthodox,1987-10-25
Robert Lucarelli,,187.96,111.13,,,
Justin Bruckmann,Loaf,175.26,77.11,,Orthodox,
Blair Tugman,,182.88,61.23,,,
Kaleo Kwan,Leo Boy,170.18,70.31,,,
Wang Guan,The Dongbei Tiger,175.26,65.77,180.34,Orthodox,1986-03-14
Damir Ismagulov,Qazaq,177.8,70.31,187.96,Orthodox,1991-02-03
Tra Telligman,Trauma,187.96,105.69,,Orthodox,1965-02-07
DeMarco Villalona,,175.26,83.91,,,
Luana Santos,,167.64,61.23,170.18,Orthodox,2000-04-16
Muhammed Lawal,King Mo,182.88,92.99,198.12,Southpaw,1981-01-11
Raheam Forest,Rambo,180.34,77.11,185.42,Switch,1997-07-11
Calen Born,,172.72,77.11,182.88,Switch,1988-05-24
Thiago Perpetuo,Bodao,177.8,77.11,,Orthodox,1987-12-14
Danilo Belluardo,Caterpillar,182.88,70.31,187.96,Southpaw,1994-07-21
Vincent Eazelle,The Real Deal,180.34,70.31,,,
Azamat Murzakanov,The Professional,177.8,92.99,180.34,Southpaw,1989-04-12
Chris Saunders,The So Cal Kid,172.72,70.31,,,
Daniel Jolly,The Werewolf of Texas,185.42,92.99,190.5,Orthodox,1984-09-03
Felix Klinkhammer,,182.88,77.11,,,
Oluwale Bamgbose,Holy War Angel,180.34,83.91,198.12,Switch,1987-08-04
Yoshihiro Takayama,,195.58,127.01,,Orthodox,1968-09-19
Kevin Natividad,Quicksand,167.64,61.23,177.8,Orthodox,1993-04-02
Yuji Hisamatsu,,177.8,83.91,,,
Mauricio Ruffy,,180.34,77.11,190.5,Orthodox,1996-06-17
Themba Gorimbo,The Answer,185.42,77.11,195.58,Orthodox,1991-01-23
Toshiomi Kazama,,170.18,61.23,175.26,Orthodox,1997-05-15
Peter Barrett,Slippery,177.8,65.77,185.42,Southpaw,1986-08-10
Josh Appelt,,177.8,115.67,,Southpaw,1983-06-19
Murtaza Talha,,182.88,92.99,187.96,Orthodox,1996-07-10
Solomon Renfro,The Black Dragon,175.26,77.11,182.88,Switch,1997-02-05
Roberta Rovel,Crusher,172.72,65.77,,,
Victor Jones,,,65.77,,,
Dave Terrel,The Bionic,172.72,77.11,,Southpaw,1978-05-10
Guilherme Vasconcelos,Bomba,182.88,83.91,,Orthodox,1986-03-23
Scott Norton,Hollywood,177.8,77.11,,Orthodox,1973-03-15
Acacio Dos Santos,Pequeno,193.04,92.99,200.66,Orthodox,1991-09-29
Matt Foki,Twin Tiger,170.18,99.79,,Orthodox,
Michael Lombardo,The Don,182.88,77.11,182.88,Orthodox,1990-04-03
Delson Heleno,Pe De Chumbo,180.34,83.91,,Orthodox,1977-11-16
Jack Jenkins,Phar,170.18,65.77,172.72,Switch,1993-11-03
Fred Ettish,,182.88,81.65,,Southpaw,
Kim In Seok,,167.64,65.77,,Orthodox,
Mike Wessel,Juggernaut,182.88,117.93,,Orthodox,1977-12-02
Dave Cochran,,167.64,70.31,,,
Jermaine Andre,,170.18,90.72,,Orthodox,
Dustin West,,180.34,77.11,,,
Rob Wilkinson,Razor,190.5,83.91,203.2,Orthodox,1992-02-22
Levi Alford,,,,,,
Royce Alger,,177.8,90.26,,Orthodox,
Tommy Lee,,170.18,65.77,,Orthodox,1977-01-20
Gugun Gusman,The Tiger,170.18,61.23,172.72,Orthodox,1990-03-03
Ryan Janes,,190.5,83.91,193.04,Orthodox,1981-08-22
Caio Machado,Bigfoot,193.04,113.4,198.12,Southpaw,1994-07-20
Julia Budd,,170.18,65.77,170.18,,
Tina Lahdemaki,Jelly Bean,157.48,52.16,,Orthodox,1988-05-28
Eric Jacob,,,70.31,,,
Antonio Jones,Doomsday,180.34,83.91,,Orthodox,1985-04-12
Morgan Charriere,The Last Pirate,172.72,65.77,175.26,Orthodox,1995-10-26
Travis Fulton,The Ironman,182.88,108.86,,Orthodox,1977-05-29
Tim Gorman,The Psycho,165.1,61.23,,Southpaw,1983-04-29
Raimond Magomedaliev,,185.42,77.11,190.5,Orthodox,1990-06-10
Anthony Figueroa,,162.56,61.23,,Orthodox,
Tim Williams,The South Jersey Strangler,187.96,83.91,193.04,Orthodox,1986-07-03
Sterling Ford,,177.8,70.31,,,
Vince Murdock,,167.64,65.77,162.56,Orthodox,1991-03-21
Nick Gonzalez,The Ghost,167.64,70.31,,Orthodox,1981-03-03
Ron Faircloth,,175.26,92.99,,Orthodox,1979-08-16
Sheila Gaff,The German Tank,165.1,61.23,,Orthodox,1989-12-29
Taylor Johnson,Tombstone,182.88,83.91,187.96,Switch,1990-11-09
Ernest Chavez,EJ,172.72,65.77,177.8,Orthodox,1983-06-27
Arjan Bhullar,,185.42,111.13,190.5,Orthodox,1986-05-13
Koya Kanda,Bushido,175.26,65.77,190.5,Southpaw,1995-12-20
Jon Hess,,200.66,133.81,,,
Bobby Voelker,Vicious,182.88,77.11,187.96,Orthodox,1979-04-26
Corinne Laframboise,,,56.7,,,
Miranda Granger,Danger,170.18,52.16,172.72,Orthodox,1992-04-13
Cody East,The Freight Train,190.5,111.13,,Orthodox,1988-06-29
Stevie Lynch,,177.8,77.11,,Orthodox,
Israel Giron,El Rojo,172.72,70.31,,,
Devin Johnson,,,,,,
Jeri Sitzes,,165.1,56.7,,,
Reyes Cortez Jr.,,170.18,61.23,172.72,Orthodox,1992-07-31
Brady Huang,The Kung Fu Warrior,175.26,61.23,175.26,Orthodox,1992-12-16
Hugo Govea,,,,,,
Zhang Mingyang,Mountain Tiger,187.96,92.99,190.5,Orthodox,1998-08-16
Travis Calanoc,The Dark Knight,172.72,65.77,,Orthodox,
Joachim Christensen,,190.5,92.99,193.04,Orthodox,1978-11-07
Bubba Bush,The Fightin' Texas Aggie,182.88,83.91,,Orthodox,1985-07-24
Justin Robbins,,165.1,61.23,,,
Baru Harn,Seiryu,,120.2,,,
Rainn Guerrero,Purple Rainn,167.64,56.7,165.1,Orthodox,1992-05-13
Angel De Anda,The Dream,175.26,102.06,,Orthodox,1985-05-28
Tokimitsu Ishizawa,Kendo Ka Shin,182.88,83.91,,Orthodox,1968-08-05
Alatengheili,The Mongolian Knight,165.1,61.23,167.64,Orthodox,1991-12-14
Won Sik Park,Parky,180.34,69.85,,Orthodox,
Austin Lingo,Lights Out,177.8,65.77,177.8,Orthodox,1994-07-10
Ben Sosoli,Combat Wombat,182.88,120.2,182.88,Southpaw,1989-12-10
Greg Stott,Ranger,170.18,99.79,,Southpaw,
Dennis Bryant,The Beard,182.88,92.99,,Orthodox,1985-10-18
Pat Schilling,Thrilling,172.72,65.77,,Orthodox,1988-08-28
Sean Alvarez,,182.88,106.59,,Orthodox,1971-07-14
Chuck Liddell,The Iceman,187.96,92.99,193.04,Orthodox,1969-12-17
Eric Castile,,172.72,65.77,,,
David Marshall,,187.96,77.11,,,
Jose Torres,Shorty,162.56,56.7,165.1,Orthodox,1992-08-02
Jay Bogan,,,65.77,,,
Leigh Remedios,Bulldog,170.18,70.31,,Orthodox,1976-01-13
Melinda Fabian,,167.64,56.7,167.64,Orthodox,1987-06-25
Junior Barata,,177.8,77.11,,Orthodox,1982-01-25
Brian Geraghty,Duke,170.18,70.31,,Orthodox,1980-11-04
Daniel Santos,Willycat,170.18,61.23,170.18,Orthodox,1995-03-12
Daniel Schmitt,,,83.91,,,
Jon Madsen,,182.88,108.86,182.88,Orthodox,1980-02-12
Min Soo Kim,,185.42,115.67,,Southpaw,1975-01-22
Jamie Houston,,,83.91,,,
Michael Patt,,182.88,92.99,,Orthodox,
Greg Hardy,Prince of War,195.58,120.2,203.2,Orthodox,1988-07-28
Kevin Engel,The Hitman,187.96,77.11,,,
Karen Darabedyan,,170.18,70.31,172.72,Orthodox,1986-12-18
